taxon_order,category,species_code,primary_com_name,sci_name,order,family,species_group,report_as,family_common
17186,species,sinhon1,singing honeyeater,gavicalis virescens,passeriformes,meliphagidae,,,honeyeaters
17191,spuh,gavica1,gavicalis sp.,gavicalis sp.,passeriformes,meliphagidae,,,honeyeaters
17192,species,yephon1,yellow-plumed honeyeater,ptilotula ornata,passeriformes,meliphagidae,,,honeyeaters
17193,species,whphon1,white-plumed honeyeater,ptilotula penicillata,passeriformes,meliphagidae,,,honeyeaters
17198,species,yethon2,yellow-tinted honeyeater,ptilotula flavescens,passeriformes,meliphagidae,,,honeyeaters
17201,species,fushon1,fuscous honeyeater,ptilotula fusca,passeriformes,meliphagidae,,,honeyeaters
17204,species,gyhhon1,gray-headed honeyeater,ptilotula keartlandi,passeriformes,meliphagidae,,,honeyeaters
17205,species,gyfhon1,gray-fronted honeyeater,ptilotula plumula,passeriformes,meliphagidae,,,honeyeaters
17209,species,bouhon1,bougainville honeyeater,stresemannia bougainvillei,passeriformes,meliphagidae,,,honeyeaters
17210,species,brbhon1,brown-backed honeyeater,ramsayornis modestus,passeriformes,meliphagidae,,,honeyeaters
17211,species,babhon1,bar-breasted honeyeater,ramsayornis fasciatus,passeriformes,meliphagidae,,,honeyeaters
17212,species,rubhon2,rufous-banded honeyeater,conopophila albogularis,passeriformes,meliphagidae,,,honeyeaters
17215,species,ruthon1,rufous-throated honeyeater,conopophila rufogularis,passeriformes,meliphagidae,,,honeyeaters
17216,species,gryhon1,gray honeyeater,conopophila whitei,passeriformes,meliphagidae,,,honeyeaters
17217,species,descha1,gibber chat,ashbyia lovensis,passeriformes,meliphagidae,,,honeyeaters
17218,species,yelcha1,yellow chat,epthianura crocea,passeriformes,meliphagidae,,,honeyeaters
17222,species,cricha1,crimson chat,epthianura tricolor,passeriformes,meliphagidae,,,honeyeaters
17223,species,oracha1,orange chat,epthianura aurifrons,passeriformes,meliphagidae,,,honeyeaters
17224,species,whfcha1,white-fronted chat,epthianura albifrons,passeriformes,meliphagidae,,,honeyeaters
17225,species,arfhon1,arfak honeyeater,melipotes gymnops,passeriformes,meliphagidae,,,honeyeaters
17226,species,smohon1,smoky honeyeater,melipotes fumigatus,passeriformes,meliphagidae,,,honeyeaters
17230,species,washon1,foja honeyeater,melipotes carolae,passeriformes,meliphagidae,,,honeyeaters
17231,species,spahon1,spangled honeyeater,melipotes ater,passeriformes,meliphagidae,,,honeyeaters
17232,spuh,melipo1,melipotes sp.,melipotes sp.,passeriformes,meliphagidae,,,honeyeaters
17233,species,machon3,macgregor's honeyeater,macgregoria pulchra,passeriformes,meliphagidae,,,honeyeaters
17236,species,lobhon2,long-billed honeyeater,melilestes megarhynchus,passeriformes,meliphagidae,,,honeyeaters
17241,species,olistr1,olive straightbill,timeliopsis fulvigula,passeriformes,meliphagidae,,,honeyeaters
17246,species,tawstr1,tawny straightbill,timeliopsis griseigula,passeriformes,meliphagidae,,,honeyeaters
17249,species,blahon1,black honeyeater,sugomel nigrum,passeriformes,meliphagidae,,,honeyeaters
17250,species,bismel1,bismarck honeyeater,vosea whitemanensis,passeriformes,meliphagidae,,,honeyeaters
17251,species,sermyz1,seram myzomela,myzomela blasii,passeriformes,meliphagidae,,,honeyeaters
17252,species,whcmyz1,white-chinned myzomela,myzomela albigula,passeriformes,meliphagidae,,,honeyeaters
17255,species,retmyz1,ruby-throated myzomela,myzomela eques,passeriformes,meliphagidae,,,honeyeaters
17260,species,ashmyz1,ashy myzomela,myzomela cineracea,passeriformes,meliphagidae,,,honeyeaters
17261,species,dusmyz1,dusky myzomela,myzomela obscura,passeriformes,meliphagidae,,,honeyeaters
17262,issf,dusmyz4,dusky myzomela (moluccan),myzomela obscura simplex/mortyana,passeriformes,meliphagidae,,dusmyz1,honeyeaters
17265,issf,dusmyz3,dusky myzomela (obi),myzomela obscura rubrotincta,passeriformes,meliphagidae,,dusmyz1,honeyeaters
17266,issf,dusmyz2,dusky myzomela (red-brown),myzomela obscura rubrobrunnea,passeriformes,meliphagidae,,dusmyz1,honeyeaters
17267,issf,dusmyz5,dusky myzomela (dusky),myzomela obscura [obscura group],passeriformes,meliphagidae,,dusmyz1,honeyeaters
17272,species,redmyz1,red myzomela,myzomela cruentata,passeriformes,meliphagidae,,,honeyeaters
17273,issf,redmyz2,red myzomela (red),myzomela cruentata cruentata/coccinea,passeriformes,meliphagidae,,redmyz1,honeyeaters
17276,issf,redmyz3,red myzomela (reddish),myzomela cruentata [erythrina group],passeriformes,meliphagidae,,redmyz1,honeyeaters
17281,species,blamyz1,papuan black myzomela,myzomela nigrita,passeriformes,meliphagidae,,,honeyeaters
17288,species,neimyz1,new ireland myzomela,myzomela pulchella,passeriformes,meliphagidae,,,honeyeaters
17289,species,alomyz1,alor myzomela,myzomela prawiradilagae,passeriformes,meliphagidae,,,honeyeaters
17290,species,crhmyz1,crimson-hooded myzomela,myzomela kuehni,passeriformes,meliphagidae,,,honeyeaters
17291,species,rehmyz1,red-headed myzomela,myzomela erythrocephala,passeriformes,meliphagidae,,,honeyeaters
17294,species,summyz1,sumba myzomela,myzomela dammermani,passeriformes,meliphagidae,,,honeyeaters
17295,species,rotmyz2,rote myzomela,myzomela irianawidodoae,passeriformes,meliphagidae,,,honeyeaters
17296,species,moumyz1,elfin myzomela,myzomela adolphinae,passeriformes,meliphagidae,,,honeyeaters
17297,species,sulmyz1,sulawesi myzomela,myzomela chloroptera,passeriformes,meliphagidae,,,honeyeaters
17298,issf,sulmyz2,sulawesi myzomela (sulawesi),myzomela chloroptera [chloroptera group],passeriformes,meliphagidae,,sulmyz1,honeyeaters
17303,issf,sulmyz3,sulawesi myzomela (bacan),myzomela chloroptera batjanensis,passeriformes,meliphagidae,,sulmyz1,honeyeaters
17304,species,talmyz1,taliabu myzomela,myzomela wahe,passeriformes,meliphagidae,,,honeyeaters
17305,species,wakmyz1,wakolo myzomela,myzomela wakoloensis,passeriformes,meliphagidae,,,honeyeaters
17306,issf,wakmyz2,wakolo myzomela (seram),myzomela wakoloensis elisabethae,passeriformes,meliphagidae,,wakmyz1,honeyeaters
17307,issf,wakmyz3,wakolo myzomela (buru),myzomela wakoloensis wakoloensis,passeriformes,meliphagidae,,wakmyz1,honeyeaters
17308,species,banmyz1,banda myzomela,myzomela boiei,passeriformes,meliphagidae,,,honeyeaters
17311,species,necmyz1,new caledonian myzomela,myzomela caledonica,passeriformes,meliphagidae,,,honeyeaters
17312,species,scamyz1,scarlet myzomela,myzomela sanguinolenta,passeriformes,meliphagidae,,,honeyeaters
17313,species,micmyz1,micronesian myzomela,myzomela rubratra,passeriformes,meliphagidae,,,honeyeaters
17321,species,carmyz1,cardinal myzomela,myzomela cardinalis,passeriformes,meliphagidae,,,honeyeaters
17322,issf,carmyz2,cardinal myzomela (loyalty),myzomela cardinalis lifuensis,passeriformes,meliphagidae,,carmyz1,honeyeaters
17323,issf,carmyz3,cardinal myzomela (cardinal),myzomela cardinalis [cardinalis group],passeriformes,meliphagidae,,carmyz1,honeyeaters
17330,species,carmyz4,samoan myzomela,myzomela nigriventris,passeriformes,meliphagidae,,,honeyeaters
17331,species,rotmyz1,rotuma myzomela,myzomela chermesina,passeriformes,meliphagidae,,,honeyeaters
17332,species,scbmyz1,sclater's myzomela,myzomela sclateri,passeriformes,meliphagidae,,,honeyeaters
17333,species,ebomyz1,bismarck black myzomela,myzomela pammelaena,passeriformes,meliphagidae,,,honeyeaters
17339,species,scnmyz1,scarlet-naped myzomela,myzomela lafargei,passeriformes,meliphagidae,,,honeyeaters
17340,species,yevmyz1,yellow-vented myzomela,myzomela eichhorni,passeriformes,meliphagidae,,,honeyeaters
17344,species,rebmyz1,red-bellied myzomela,myzomela malaitae,passeriformes,meliphagidae,,,honeyeaters
17345,species,blhmyz1,black-headed myzomela,myzomela melanocephala,passeriformes,meliphagidae,,,honeyeaters
17346,species,soomyz1,sooty myzomela,myzomela tristrami,passeriformes,meliphagidae,,,honeyeaters
17347,species,orbmyz1,orange-breasted myzomela,myzomela jugularis,passeriformes,meliphagidae,,,honeyeaters
17348,species,blbmyz1,black-bellied myzomela,myzomela erythromelas,passeriformes,meliphagidae,,,honeyeaters
17349,species,bkbmyz1,black-breasted myzomela,myzomela vulnerata,passeriformes,meliphagidae,,,honeyeaters
17350,species,recmyz1,red-collared myzomela,myzomela rosenbergii,passeriformes,meliphagidae,,,honeyeaters
17351,issf,recmyz2,red-collared myzomela (red-collared),myzomela rosenbergii rosenbergii/wahgiensis,passeriformes,meliphagidae,,recmyz1,honeyeaters
17354,issf,recmyz3,red-collared myzomela (long-billed),myzomela rosenbergii longirostris,passeriformes,meliphagidae,,recmyz1,honeyeaters
17355,spuh,myzome1,myzomela sp.,myzomela sp.,passeriformes,meliphagidae,,,honeyeaters
17356,species,barhon2,barred honeyeater,gliciphila undulata,passeriformes,meliphagidae,,,honeyeaters
17357,species,tachon1,tawny-crowned honeyeater,gliciphila melanops,passeriformes,meliphagidae,,,honeyeaters
17360,species,nehhon1,vanuatu honeyeater,gliciphila notabilis,passeriformes,meliphagidae,,,honeyeaters
17363,species,grbhon1,green-backed honeyeater,glycichaera fallax,passeriformes,meliphagidae,,,honeyeaters
17368,species,leahon1,leaden honeyeater,ptiloprora plumbea,passeriformes,meliphagidae,,,honeyeaters
17371,species,olshon1,yellow-streaked honeyeater,ptiloprora meekiana,passeriformes,meliphagidae,,,honeyeaters
17374,species,rushon1,rufous-sided honeyeater,ptiloprora erythropleura,passeriformes,meliphagidae,,,honeyeaters
17377,species,mayhon1,mayr's honeyeater,ptiloprora mayri,passeriformes,meliphagidae,,,honeyeaters
17380,species,rubhon1,rufous-backed honeyeater,ptiloprora guisei,passeriformes,meliphagidae,,,honeyeaters
17381,species,blbhon1,gray-streaked honeyeater,ptiloprora perstriata,passeriformes,meliphagidae,,,honeyeaters
17385,species,banhon1,banded honeyeater,cissomela pectoralis,passeriformes,meliphagidae,,,honeyeaters
