taxon_order,category,species_code,primary_com_name,sci_name,order,family,species_group,report_as,family_common
33777,issf,baytan1,blue-and-yellow tanager (green-mantled),rauenia bonariensis darwinii,passeriformes,thraupidae,,baytan3,tanagers and allies
33778,issf,baytan4,blue-and-yellow tanager (blue-and-yellow),rauenia bonariensis [bonariensis group],passeriformes,thraupidae,,baytan3,tanagers and allies
33782,species,glgtan1,glistening-green tanager,chlorochrysa phoenicotis,passeriformes,thraupidae,,,tanagers and allies
33783,species,oretan1,orange-eared tanager,chlorochrysa calliparaea,passeriformes,thraupidae,,,tanagers and allies
33784,issf,oretan2,orange-eared tanager (orange-eared),chlorochrysa calliparaea calliparaea/bourcieri,passeriformes,thraupidae,,oretan1,tanagers and allies
33787,issf,oretan3,orange-eared tanager (blue-throated),chlorochrysa calliparaea fulgentissima,passeriformes,thraupidae,,oretan1,tanagers and allies
33788,species,multan1,multicolored tanager,chlorochrysa nitidissima,passeriformes,thraupidae,,,tanagers and allies
33789,species,bugtan,blue-gray tanager,thraupis episcopus,passeriformes,thraupidae,,,tanagers and allies
33790,issf,bugtan1,blue-gray tanager (blue-gray),thraupis episcopus [cana group],passeriformes,thraupidae,,bugtan,tanagers and allies
33797,issf,bugtan2,blue-gray tanager (white-edged),thraupis episcopus [episcopus group],passeriformes,thraupidae,,bugtan,tanagers and allies
33805,species,saytan1,sayaca tanager,thraupis sayaca,passeriformes,thraupidae,,,tanagers and allies
33809,species,glatan1,glaucous tanager,thraupis glaucocolpa,passeriformes,thraupidae,,,tanagers and allies
33810,species,azstan1,azure-shouldered tanager,thraupis cyanoptera,passeriformes,thraupidae,,,tanagers and allies
33811,species,goctan2,golden-chevroned tanager,thraupis ornata,passeriformes,thraupidae,,,tanagers and allies
33812,species,yewtan1,yellow-winged tanager,thraupis abbas,passeriformes,thraupidae,,,tanagers and allies
33813,species,paltan1,palm tanager,thraupis palmarum,passeriformes,thraupidae,,,tanagers and allies
33818,spuh,thraup1,thraupis sp.,thraupis sp.,passeriformes,thraupidae,,,tanagers and allies
33819,species,dottan1,dotted tanager,ixothraupis varia,passeriformes,thraupidae,,,tanagers and allies
33820,species,ruttan1,rufous-throated tanager,ixothraupis rufigula,passeriformes,thraupidae,,,tanagers and allies
33821,species,spetan1,speckled tanager,ixothraupis guttata,passeriformes,thraupidae,,,tanagers and allies
33828,species,yebtan2,yellow-bellied tanager,ixothraupis xanthogastra,passeriformes,thraupidae,,,tanagers and allies
33831,species,spotan1,spotted tanager,ixothraupis punctata,passeriformes,thraupidae,,,tanagers and allies
33837,spuh,ixothr1,ixothraupis sp. (speckled tanager sp.),ixothraupis sp.,passeriformes,thraupidae,,,tanagers and allies
33838,species,gontan1,golden-naped tanager,chalcothraupis ruficervix,passeriformes,thraupidae,,,tanagers and allies
33839,issf,gontan2,golden-naped tanager (golden-naped),chalcothraupis ruficervix [ruficervix group],passeriformes,thraupidae,,gontan1,tanagers and allies
33843,issf,gontan3,golden-naped tanager (rusty-naped),chalcothraupis ruficervix [fulvicervix group],passeriformes,thraupidae,,gontan1,tanagers and allies
33847,species,azrtan1,azure-rumped tanager,poecilostreptus cabanisi,passeriformes,thraupidae,,,tanagers and allies
33848,species,gagtan1,gray-and-gold tanager,poecilostreptus palmeri,passeriformes,thraupidae,,,tanagers and allies
33849,species,blhtan1,black-headed tanager,stilpnia cyanoptera,passeriformes,thraupidae,,,tanagers and allies
33850,issf,bkhtan1,black-headed tanager (black-headed),stilpnia cyanoptera cyanoptera,passeriformes,thraupidae,,blhtan1,tanagers and allies
33851,issf,bkhtan2,black-headed tanager (black-hooded),stilpnia cyanoptera whitelyi,passeriformes,thraupidae,,blhtan1,tanagers and allies
33852,species,siltan1,silvery tanager,stilpnia viridicollis,passeriformes,thraupidae,,,tanagers and allies
33855,species,blctan1,black-capped tanager,stilpnia heinei,passeriformes,thraupidae,,,tanagers and allies
33856,species,gnttan1,green-throated tanager,stilpnia argyrofenges,passeriformes,thraupidae,,,tanagers and allies
33859,species,sirtan1,sira tanager,stilpnia phillipsi,passeriformes,thraupidae,,,tanagers and allies
33860,species,blbtan1,black-backed tanager,stilpnia peruviana,passeriformes,thraupidae,,,tanagers and allies
33861,species,chbtan1,chestnut-backed tanager,stilpnia preciosa,passeriformes,thraupidae,,,tanagers and allies
33862,species,grctan1,green-capped tanager,stilpnia meyerdeschauenseei,passeriformes,thraupidae,,,tanagers and allies
33863,species,bubtan2,burnished-buff tanager,stilpnia cayana,passeriformes,thraupidae,,,tanagers and allies
33864,issf,bubtan4,burnished-buff tanager (rufous-crowned),stilpnia cayana cayana/fulvescens,passeriformes,thraupidae,,bubtan2,tanagers and allies
33867,issf,bubtan3,burnished-buff tanager (stripe-bellied),stilpnia cayana [flava group],passeriformes,thraupidae,,bubtan2,tanagers and allies
33873,species,leatan1,lesser antillean tanager,stilpnia cucullata,passeriformes,thraupidae,,,tanagers and allies
33874,issf,leatan2,lesser antillean tanager (st. vincent),stilpnia cucullata versicolor,passeriformes,thraupidae,,leatan1,tanagers and allies
33875,issf,leatan3,lesser antillean tanager (grenada),stilpnia cucullata cucullata,passeriformes,thraupidae,,leatan1,tanagers and allies
33876,species,scrtan1,scrub tanager,stilpnia vitriolina,passeriformes,thraupidae,,,tanagers and allies
33877,species,mastan1,masked tanager,stilpnia nigrocincta,passeriformes,thraupidae,,,tanagers and allies
33878,species,gohtan1,golden-hooded tanager,stilpnia larvata,passeriformes,thraupidae,,,tanagers and allies
33883,species,blntan1,blue-necked tanager,stilpnia cyanicollis,passeriformes,thraupidae,,,tanagers and allies
33891,species,babtan1,blue-and-black tanager,tangara vassorii,passeriformes,thraupidae,,,tanagers and allies
33892,issf,babtan2,blue-and-black tanager (blue-and-black),tangara vassorii vassorii/branickii,passeriformes,thraupidae,,babtan1,tanagers and allies
33895,issf,babtan3,blue-and-black tanager (spot-bellied),tangara vassorii atrocoerulea,passeriformes,thraupidae,,babtan1,tanagers and allies
33896,species,bestan1,beryl-spangled tanager,tangara nigroviridis,passeriformes,thraupidae,,,tanagers and allies
33901,species,spctan1,spangle-cheeked tanager,tangara dowii,passeriformes,thraupidae,,,tanagers and allies
33902,species,grntan1,green-naped tanager,tangara fucosa,passeriformes,thraupidae,,,tanagers and allies
33903,species,megtan1,metallic-green tanager,tangara labradorides,passeriformes,thraupidae,,,tanagers and allies
33906,species,blbtan3,blue-browed tanager,tangara cyanotis,passeriformes,thraupidae,,,tanagers and allies
33909,species,plctan1,plain-colored tanager,tangara inornata,passeriformes,thraupidae,,,tanagers and allies
33913,species,turtan1,turquoise tanager,tangara mexicana,passeriformes,thraupidae,,,tanagers and allies
33914,issf,turtan2,turquoise tanager (turquoise),tangara mexicana [mexicana group],passeriformes,thraupidae,,turtan1,tanagers and allies
33919,issf,turtan3,turquoise tanager (white-bellied),tangara mexicana brasiliensis,passeriformes,thraupidae,,turtan1,tanagers and allies
33920,species,partan1,paradise tanager,tangara chilensis,passeriformes,thraupidae,,,tanagers and allies
33925,species,oprtan1,opal-rumped tanager,tangara velia,passeriformes,thraupidae,,,tanagers and allies
33926,issf,oprtan2,opal-rumped tanager (opal-rumped),tangara velia [velia group],passeriformes,thraupidae,,oprtan1,tanagers and allies
33930,issf,oprtan3,opal-rumped tanager (silver-breasted),tangara velia cyanomelas,passeriformes,thraupidae,,oprtan1,tanagers and allies
33931,species,opctan1,opal-crowned tanager,tangara callophrys,passeriformes,thraupidae,,,tanagers and allies
33932,species,grhtan2,green-headed tanager,tangara seledon,passeriformes,thraupidae,,,tanagers and allies
33933,species,sectan1,seven-colored tanager,tangara fastuosa,passeriformes,thraupidae,,,tanagers and allies
33934,species,rentan1,red-necked tanager,tangara cyanocephala,passeriformes,thraupidae,,,tanagers and allies
33938,species,brbtan1,brassy-breasted tanager,tangara desmaresti,passeriformes,thraupidae,,,tanagers and allies
33939,species,gietan1,gilt-edged tanager,tangara cyanoventris,passeriformes,thraupidae,,,tanagers and allies
33940,species,ruwtan1,rufous-winged tanager,tangara lavinia,passeriformes,thraupidae,,,tanagers and allies
33944,species,bahtan1,bay-headed tanager,tangara gyrola,passeriformes,thraupidae,,,tanagers and allies
33945,issf,bahtan2,bay-headed tanager (bay-and-blue),tangara gyrola [albertinae group],passeriformes,thraupidae,,bahtan1,tanagers and allies
33952,issf,bahtan3,bay-headed tanager (bay-and-green),tangara gyrola viridissima/toddi,passeriformes,thraupidae,,bahtan1,tanagers and allies
33955,issf,bahtan4,bay-headed tanager (bay-headed),tangara gyrola gyrola,passeriformes,thraupidae,,bahtan1,tanagers and allies
33956,species,ructan2,rufous-cheeked tanager,tangara rufigenis,passeriformes,thraupidae,,,tanagers and allies
33957,species,goetan1,golden-eared tanager,tangara chrysotis,passeriformes,thraupidae,,,tanagers and allies
33958,species,sactan1,saffron-crowned tanager,tangara xanthocephala,passeriformes,thraupidae,,,tanagers and allies
33962,species,flftan1,flame-faced tanager,tangara parzudakii,passeriformes,thraupidae,,,tanagers and allies
33963,issf,flftan2,flame-faced tanager (flame-faced),tangara parzudakii parzudakii/urubambae,passeriformes,thraupidae,,flftan1,tanagers and allies
33966,issf,flftan3,flame-faced tanager (yellow-faced),tangara parzudakii lunigera,passeriformes,thraupidae,,flftan1,tanagers and allies
33967,species,gagtan2,green-and-gold tanager,tangara schrankii,passeriformes,thraupidae,,,tanagers and allies
33970,species,blwtan1,blue-whiskered tanager,tangara johannae,passeriformes,thraupidae,,,tanagers and allies
33971,species,goltan1,golden tanager,tangara arthus,passeriformes,thraupidae,,,tanagers and allies
33972,issf,goltan2,golden tanager (arthus),tangara arthus arthus,passeriformes,thraupidae,,goltan1,tanagers and allies
33973,issf,goltan4,golden tanager (aurulenta group),tangara arthus [aurulenta group],passeriformes,thraupidae,,goltan1,tanagers and allies
33979,issf,goltan5,golden tanager (pulchra group),tangara arthus [pulchra group],passeriformes,thraupidae,,goltan1,tanagers and allies
33983,species,emetan1,emerald tanager,tangara florida,passeriformes,thraupidae,,,tanagers and allies
33986,species,sittan1,silver-throated tanager,tangara icterocephala,passeriformes,thraupidae,,,tanagers and allies
33990,spuh,tangar2,tangara/stilpnia sp.,tangara/stilpnia sp.,passeriformes,thraupidae,,,tanagers and allies
33991,spuh,tangar1,small tanager sp. (former tangara sp.),thraupidae sp. (former tangara sp.),passeriformes,thraupidae,,,tanagers and allies
33992,species,swatan1,swallow tanager,tersina viridis,passeriformes,thraupidae,,,tanagers and allies
33996,species,whbdac1,white-bellied dacnis,dacnis albiventris,passeriformes,thraupidae,,,tanagers and allies
33997,species,blfdac1,black-faced dacnis,dacnis lineata,passeriformes,thraupidae,,,tanagers and allies
33998,issf,bkfdac1,black-faced dacnis (yellow-tufted),dacnis lineata egregia/aequatorialis,passeriformes,thraupidae,,blfdac1,tanagers and allies
34001,issf,bkfdac2,black-faced dacnis (black-faced),dacnis lineata lineata,passeriformes,thraupidae,,blfdac1,tanagers and allies
34002,species,yebdac1,yellow-bellied dacnis,dacnis flaviventer,passeriformes,thraupidae,,,tanagers and allies
34003,species,turdac1,turquoise dacnis,dacnis hartlaubi,passeriformes,thraupidae,,,tanagers and allies
34004,species,blldac1,black-legged dacnis,dacnis nigripes,passeriformes,thraupidae,,,tanagers and allies
34005,species,sctdac1,scarlet-thighed dacnis,dacnis venusta,passeriformes,thraupidae,,,tanagers and allies
34008,species,bludac1,blue dacnis,dacnis cayana,passeriformes,thraupidae,,,tanagers and allies
34017,species,virdac1,viridian dacnis,dacnis viguieri,passeriformes,thraupidae,,,tanagers and allies
34018,species,scbdac1,scarlet-breasted dacnis,dacnis berlepschi,passeriformes,thraupidae,,,tanagers and allies
34019,spuh,dacnis1,dacnis sp.,dacnis sp.,passeriformes,thraupidae,,,tanagers and allies
34020,species,shbhon2,short-billed honeycreeper,cyanerpes nitidus,passeriformes,thraupidae,,,tanagers and allies
34021,species,shihon1,shining honeycreeper,cyanerpes lucidus,passeriformes,thraupidae,,,tanagers and allies
34024,species,purhon1,purple honeycreeper,cyanerpes caeruleus,passeriformes,thraupidae,,,tanagers and allies
34030,species,relhon1,red-legged honeycreeper,cyanerpes cyaneus,passeriformes,thraupidae,,,tanagers and allies
34042,slash,y00654,shining/red-legged honeycreeper,cyanerpes lucidus/cyaneus,passeriformes,thraupidae,,,tanagers and allies
34043,species,grehon1,green honeycreeper,chlorophanes spiza,passeriformes,thraupidae,,,tanagers and allies
34051,species,gochon2,golden-collared honeycreeper,iridophanes pulcherrimus,passeriformes,thraupidae,,,tanagers and allies
34054,species,surtan1,sulphur-rumped tanager,heterospingus rubrifrons,passeriformes,thraupidae,,,tanagers and allies
34055,species,scbtan2,scarlet-browed tanager,heterospingus xanthopygius,passeriformes,thraupidae,,,tanagers and allies
34058,species,guitan1,guira tanager,hemithraupis guira,passeriformes,thraupidae,,,tanagers and allies
34067,species,ruhtan1,rufous-headed tanager,hemithraupis ruficapilla,passeriformes,thraupidae,,,tanagers and allies
34070,slash,y01055,guira/rufous-headed tanager,hemithraupis guira/ruficapilla,passeriformes,thraupidae,,,tanagers and allies
34071,species,yebtan1,yellow-backed tanager,hemithraupis flavicollis,passeriformes,thraupidae,,,tanagers and allies
34083,slash,y01170,rufous-headed/yellow-backed tanager,hemithraupis ruficapilla/flavicollis,passeriformes,thraupidae,,,tanagers and allies
34084,species,baytan2,black-and-yellow tanager,chrysothlypis chrysomelas,passeriformes,thraupidae,,,tanagers and allies
34088,species,sawtan1,scarlet-and-white tanager,chrysothlypis salmoni,passeriformes,thraupidae,,,tanagers and allies
34089,spuh,tanage,tanager sp. (thraupidae sp.),thraupidae sp. (tanager sp.),passeriformes,thraupidae,,,tanagers and allies
34090,species,biccon1,bicolored conebill,conirostrum bicolor,passeriformes,thraupidae,,,tanagers and allies
34093,species,pebcon1,pearly-breasted conebill,conirostrum margaritae,passeriformes,thraupidae,,,tanagers and allies
34094,species,chvcon1,chestnut-vented conebill,conirostrum speciosum,passeriformes,thraupidae,,,tanagers and allies
34098,species,whecon1,white-eared conebill,conirostrum leucogenys,passeriformes,thraupidae,,,tanagers and allies
34102,species,giacon1,giant conebill,conirostrum binghami,passeriformes,thraupidae,,,tanagers and allies
34103,species,whbcon1,white-browed conebill,conirostrum ferrugineiventre,passeriformes,thraupidae,,,tanagers and allies
34104,species,blbcon1,blue-backed conebill,conirostrum sitticolor,passeriformes,thraupidae,,,tanagers and allies
34108,species,capcon1,capped conebill,conirostrum albifrons,passeriformes,thraupidae,,,tanagers and allies
34109,issf,capcon3,capped conebill (white-capped),conirostrum albifrons [albifrons group],passeriformes,thraupidae,,capcon1,tanagers and allies
34113,issf,capcon2,capped conebill (blue-capped),conirostrum albifrons [atrocyaneum group],passeriformes,thraupidae,,capcon1,tanagers and allies
34117,species,tamcon1,tamarugo conebill,conirostrum tamarugense,passeriformes,thraupidae,,,tanagers and allies
34118,species,rubcon1,rufous-browed conebill,conirostrum rufum,passeriformes,thraupidae,,,tanagers and allies
34119,species,cincon1,cinereous conebill,conirostrum cinereum,passeriformes,thraupidae,,,tanagers and allies
34120,issf,cincon2,cinereous conebill (ochraceous),conirostrum cinereum fraseri,passeriformes,thraupidae,,cincon1,tanagers and allies
34121,issf,cincon3,cinereous conebill (cinereous),conirostrum cinereum cinereum/littorale,passeriformes,thraupidae,,cincon1,tanagers and allies
34124,spuh,conebi1,conebill sp.,conirostrum sp.,passeriformes,thraupidae,,,tanagers and allies
34125,species,chbflo1,chestnut-bellied flowerpiercer,diglossa gloriosissima,passeriformes,thraupidae,,,tanagers and allies
34128,species,gloflo1,glossy flowerpiercer,diglossa lafresnayii,passeriformes,thraupidae,,,tanagers and allies
34129,species,mouflo1,moustached flowerpiercer,diglossa mystacalis,passeriformes,thraupidae,,,tanagers and allies
34130,issf,mouflo2,moustached flowerpiercer (unicincta),diglossa mystacalis unicincta,passeriformes,thraupidae,,mouflo1,tanagers and allies
34131,issf,mouflo3,moustached flowerpiercer (pectoralis),diglossa mystacalis pectoralis,passeriformes,thraupidae,,mouflo1,tanagers and allies
34132,issf,mouflo4,moustached flowerpiercer (albilinea),diglossa mystacalis albilinea,passeriformes,thraupidae,,mouflo1,tanagers and allies
34133,issf,mouflo5,moustached flowerpiercer (mystacalis),diglossa mystacalis mystacalis,passeriformes,thraupidae,,mouflo1,tanagers and allies
34134,species,merflo1,merida flowerpiercer,diglossa gloriosa,passeriformes,thraupidae,,,tanagers and allies
34135,species,blkflo1,black flowerpiercer,diglossa humeralis,passeriformes,thraupidae,,,tanagers and allies
34139,species,bktflo1,black-throated flowerpiercer,diglossa brunneiventris,passeriformes,thraupidae,,,tanagers and allies
34140,issf,bktflo2,black-throated flowerpiercer (vuilleumieri),diglossa brunneiventris vuilleumieri,passeriformes,thraupidae,,bktflo1,tanagers and allies
34141,issf,bktflo3,black-throated flowerpiercer (black-throated),diglossa brunneiventris brunneiventris,passeriformes,thraupidae,,bktflo1,tanagers and allies
34142,species,gybflo1,gray-bellied flowerpiercer,diglossa carbonaria,passeriformes,thraupidae,,,tanagers and allies
34143,hybrid,x00981,black-throated x gray-bellied flowerpiercer (hybrid),diglossa brunneiventris x carbonaria,passeriformes,thraupidae,,,tanagers and allies
34144,species,venflo1,venezuelan flowerpiercer,diglossa venezuelensis,passeriformes,thraupidae,,,tanagers and allies
34145,species,whsflo1,white-sided flowerpiercer,diglossa albilatera,passeriformes,thraupidae,,,tanagers and allies
34150,species,scaflo1,scaled flowerpiercer,diglossa duidae,passeriformes,thraupidae,,,tanagers and allies
34154,species,greflo1,greater flowerpiercer,diglossa major,passeriformes,thraupidae,,,tanagers and allies
34159,species,indflo1,indigo flowerpiercer,diglossa indigotica,passeriformes,thraupidae,,,tanagers and allies
34160,species,cibflo1,cinnamon-bellied flowerpiercer,diglossa baritula,passeriformes,thraupidae,,,tanagers and allies
34164,species,slaflo1,slaty flowerpiercer,diglossa plumbea,passeriformes,thraupidae,,,tanagers and allies
34167,species,rusflo1,rusty flowerpiercer,diglossa sittoides,passeriformes,thraupidae,,,tanagers and allies
34174,species,debflo1,deep-blue flowerpiercer,diglossa glauca,passeriformes,thraupidae,,,tanagers and allies
34177,species,bluflo1,bluish flowerpiercer,diglossa caerulescens,passeriformes,thraupidae,,,tanagers and allies
34184,species,masflo1,masked flowerpiercer,diglossa cyanea,passeriformes,thraupidae,,,tanagers and allies
34185,issf,masflo7,masked flowerpiercer (cyanea group),diglossa cyanea [cyanea group],passeriformes,thraupidae,,masflo1,tanagers and allies
34190,issf,masflo6,masked flowerpiercer (melanopis),diglossa cyanea melanopis,passeriformes,thraupidae,,masflo1,tanagers and allies
34191,spuh,flower1,flowerpiercer sp.,diglossa sp.,passeriformes,thraupidae,,,tanagers and allies
34192,species,plushc1,plushcap,catamblyrhynchus diadema,passeriformes,thraupidae,,,tanagers and allies
34196,species,bbbtan1,black-backed bush tanager,urothraupis stolzmanni,passeriformes,thraupidae,,,tanagers and allies
34197,species,bhsfin1,black-hooded sierra finch,phrygilus atriceps,passeriformes,thraupidae,,,tanagers and allies
34198,species,pesfin1,peruvian sierra finch,phrygilus punensis,passeriformes,thraupidae,,,tanagers and allies
34201,species,gyhsif1,gray-hooded sierra finch,phrygilus gayi,passeriformes,thraupidae,,,tanagers and allies
34202,issf,gyhsif2,gray-hooded sierra finch (minor),phrygilus gayi minor,passeriformes,thraupidae,,gyhsif1,tanagers and allies
34203,issf,gyhsif3,gray-hooded sierra finch (gayi/caniceps),phrygilus gayi gayi/caniceps,passeriformes,thraupidae,,gyhsif1,tanagers and allies
34206,species,pasfin1,patagonian sierra finch,phrygilus patagonicus,passeriformes,thraupidae,,,tanagers and allies
34207,species,codfin1,diuca finch,diuca diuca,passeriformes,thraupidae,,,tanagers and allies
34212,species,cawfin1,white-bridled finch,melanodera melanodera,passeriformes,thraupidae,,,tanagers and allies
34213,issf,whbfin2,white-bridled finch (fuegian),melanodera melanodera princetoniana,passeriformes,thraupidae,,cawfin1,tanagers and allies
34214,issf,whbfin3,white-bridled finch (falkland),melanodera melanodera melanodera,passeriformes,thraupidae,,cawfin1,tanagers and allies
34215,species,yebfin1,yellow-bridled finch,melanodera xanthogramma,passeriformes,thraupidae,,,tanagers and allies
34216,issf,yebfin2,yellow-bridled finch (white-tailed),melanodera xanthogramma barrosi,passeriformes,thraupidae,,yebfin1,tanagers and allies
34217,issf,yebfin3,yellow-bridled finch (yellow-tailed),melanodera xanthogramma xanthogramma,passeriformes,thraupidae,,yebfin1,tanagers and allies
34218,species,tildac1,tit-like dacnis,xenodacnis parina,passeriformes,thraupidae,,,tanagers and allies
34219,issf,tildac3,tit-like dacnis (petersi/bella),xenodacnis parina petersi/bella,passeriformes,thraupidae,,tildac1,tanagers and allies
34222,issf,tildac2,tit-like dacnis (parina),xenodacnis parina parina,passeriformes,thraupidae,,tildac1,tanagers and allies
34223,species,rbsfin1,red-backed sierra finch,idiopsar dorsalis,passeriformes,thraupidae,,,tanagers and allies
34224,species,wtsfin1,white-throated sierra finch,idiopsar erythronotus,passeriformes,thraupidae,,,tanagers and allies
34225,species,wwdfin1,glacier finch,idiopsar speculifer,passeriformes,thraupidae,,,tanagers and allies
34228,species,shtfin1,boulder finch,idiopsar brachyurus,passeriformes,thraupidae,,,tanagers and allies
34229,species,plsfin1,plumbeous sierra finch,geospizopsis unicolor,passeriformes,thraupidae,,,tanagers and allies
34236,species,absfin1,ash-breasted sierra finch,geospizopsis plebejus,passeriformes,thraupidae,,,tanagers and allies
34239,species,unifin1,uniform finch,haplospiza unicolor,passeriformes,thraupidae,,,tanagers and allies
34240,species,slafin1,slaty finch,spodiornis rusticus,passeriformes,thraupidae,,,tanagers and allies
34245,species,pebfin1,peg-billed finch,acanthidops bairdi,passeriformes,thraupidae,,,tanagers and allies
34246,species,blcfin1,black-crested finch,lophospingus pusillus,passeriformes,thraupidae,,,tanagers and allies
34247,species,gycfin1,gray-crested finch,lophospingus griseocristatus,passeriformes,thraupidae,,,tanagers and allies
34248,slash,y00920,black-crested/gray-crested finch,lophospingus pusillus/griseocristatus,passeriformes,thraupidae,,,tanagers and allies
34249,species,goifin1,gough island finch,rowettia goughensis,passeriformes,thraupidae,,,tanagers and allies
34250,species,nigfin1,inaccessible island finch,nesospiza acunhae,passeriformes,thraupidae,,,tanagers and allies
34251,issf,nigfin2,inaccessible island finch (lowland),nesospiza acunhae acunhae,passeriformes,thraupidae,,nigfin1,tanagers and allies
34252,issf,inifin1,inaccessible island finch (upland),nesospiza acunhae fraseri,passeriformes,thraupidae,,nigfin1,tanagers and allies
34253,issf,wilfin2,inaccessible island finch (dunn's),nesospiza acunhae dunnei,passeriformes,thraupidae,,nigfin1,tanagers and allies
34254,species,nigfin3,nightingale island finch,nesospiza questi,passeriformes,thraupidae,,,tanagers and allies
34255,species,wilfin3,wilkins's finch,nesospiza wilkinsi,passeriformes,thraupidae,,,tanagers and allies
34256,slash,y01102,nightingale island/wilkins's finch,nesospiza questi/wilkinsi,passeriformes,thraupidae,,,tanagers and allies
34257,species,cinfin1,cinereous finch,piezorina cinerea,passeriformes,thraupidae,,,tanagers and allies
34258,species,slbfin3,slender-billed finch,xenospingus concolor,passeriformes,thraupidae,,,tanagers and allies
34259,species,grifin1,great inca-finch,incaspiza pulchra,passeriformes,thraupidae,,,tanagers and allies
34260,species,rbifin1,rufous-backed inca-finch,incaspiza personata,passeriformes,thraupidae,,,tanagers and allies
34261,species,gywinf1,gray-winged inca-finch,incaspiza ortizi,passeriformes,thraupidae,,,tanagers and allies
34262,species,bbifin1,buff-bridled inca-finch,incaspiza laeta,passeriformes,thraupidae,,,tanagers and allies
34263,species,liifin1,little inca-finch,incaspiza watkinsi,passeriformes,thraupidae,,,tanagers and allies
34264,spuh,incafi1,inca-finch sp.,incaspiza sp.,passeriformes,thraupidae,,,tanagers and allies
34265,species,mosfin1,mourning sierra finch,rhopospina fruticeti,passeriformes,thraupidae,,,tanagers and allies
34266,issf,mousif1,mourning sierra finch (mourning),rhopospina fruticeti fruticeti/peruviana,passeriformes,thraupidae,,mosfin1,tanagers and allies
34269,issf,mousif2,mourning sierra finch (blackish),rhopospina fruticeti coracina,passeriformes,thraupidae,,mosfin1,tanagers and allies
34270,species,blufin1,blue finch,rhopospina caerulescens,passeriformes,thraupidae,,,tanagers and allies
34271,species,btsfin1,band-tailed sierra finch,rhopospina alaudina,passeriformes,thraupidae,,,tanagers and allies
34278,species,casfin1,carbonated sierra finch,rhopospina carbonaria,passeriformes,thraupidae,,,tanagers and allies
34279,spuh,sierra1,sierra finch sp.,phrygilus/idiopsar/geospizopsis/rhopospina sp.,passeriformes,thraupidae,,,tanagers and allies
34280,species,blhhem1,black-headed hemispingus,pseudospingus verticalis,passeriformes,thraupidae,,,tanagers and allies
34281,species,drahem1,drab hemispingus,pseudospingus xanthophthalmus,passeriformes,thraupidae,,,tanagers and allies
34282,species,gyhbut1,gray-hooded bush tanager,cnemoscopus rubrirostris,passeriformes,thraupidae,,,tanagers and allies
34283,issf,gyhbut2,gray-hooded bush tanager (rubrirostris),cnemoscopus rubrirostris rubrirostris,passeriformes,thraupidae,,gyhbut1,tanagers and allies
34284,issf,gyhbut3,gray-hooded bush tanager (chrysogaster),cnemoscopus rubrirostris chrysogaster,passeriformes,thraupidae,,gyhbut1,tanagers and allies
34285,species,whrtan1,white-rumped tanager,cypsnagra hirundinacea,passeriformes,thraupidae,,,tanagers and allies
34288,species,ltrfin1,long-tailed reed finch,donacospiza albifrons,passeriformes,thraupidae,,,tanagers and allies
34289,species,cbmfin1,chestnut-breasted mountain finch,poospizopsis caesar,passeriformes,thraupidae,,,tanagers and allies
34290,species,rswfin1,rufous-sided warbling finch,poospizopsis hypochondria,passeriformes,thraupidae,,,tanagers and allies
34293,species,bcwfin1,bay-chested warbling finch,castanozoster thoracicus,passeriformes,thraupidae,,,tanagers and allies
34294,species,slbhem1,slaty-backed hemispingus,poospiza goeringi,passeriformes,thraupidae,,,tanagers and allies
34295,species,rubhem1,rufous-browed hemispingus,poospiza rufosuperciliaris,passeriformes,thraupidae,,,tanagers and allies
34296,species,bowfin1,bolivian warbling finch,poospiza boliviana,passeriformes,thraupidae,,,tanagers and allies
34297,species,ciwfin2,cinnamon warbling finch,poospiza ornata,passeriformes,thraupidae,,,tanagers and allies
34298,species,barwaf2,black-and-chestnut warbling finch,poospiza whitii,passeriformes,thraupidae,,,tanagers and allies
34299,species,barwaf1,black-and-rufous warbling finch,poospiza nigrorufa,passeriformes,thraupidae,,,tanagers and allies
34300,slash,barfin1,black-and-chestnut/black-and-rufous warbling finch,poospiza whitii/nigrorufa,passeriformes,thraupidae,,,tanagers and allies
34301,species,rbwfin1,rufous-breasted warbling finch,poospiza rubecula,passeriformes,thraupidae,,,tanagers and allies
34302,species,cowfin1,collared warbling finch,poospiza hispaniolensis,passeriformes,thraupidae,,,tanagers and allies
34303,species,comfin1,cochabamba mountain finch,poospiza garleppi,passeriformes,thraupidae,,,tanagers and allies
34304,species,tumfin1,tucuman mountain finch,poospiza baeri,passeriformes,thraupidae,,,tanagers and allies
34305,spuh,warbli1,warbling finch sp.,microspingus/poospizopsis/castanozoster/poospiza sp.,passeriformes,thraupidae,,,tanagers and allies
34306,species,styfin1,stripe-tailed yellow-finch,sicalis citrina,passeriformes,thraupidae,,,tanagers and allies
34310,species,puyfin1,puna yellow-finch,sicalis lutea,passeriformes,thraupidae,,,tanagers and allies
34311,species,bryfin1,bright-rumped yellow-finch,sicalis uropygialis,passeriformes,thraupidae,,,tanagers and allies
34315,species,chyfin1,citron-headed yellow-finch,sicalis luteocephala,passeriformes,thraupidae,,,tanagers and allies
34316,species,gryfin2,greater yellow-finch,sicalis auriventris,passeriformes,thraupidae,,,tanagers and allies
